Customer Id,First Name,Last Name,Gender,Region,State,Age,Email Id,Month Name,Month,Plan price,Plan Category,Services,Customer Type,Serving site,Day,Date`,State date,Customer type,Number
S0521,Germain,Neath,Female,West,Gujarat,23,gneatheg@guardian.co.uk,Sep,9/7/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,7,7-Sep,Gujarat7-Sep,Retain,7867091541
S0522,Belia,Bellson,Female,West,Gujarat,25,bbellsoneh@deliciousdays.com,Sep,9/29/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,11,29,29-Sep,Gujarat29-Sep,Retain,7867091573
S0523,Dorolisa,Votier,Male,West,Gujarat,54,dvotierei@samsung.com,Sep,9/30/2021,149,Voice Only,"text,voice",Postpaid,2,30,30-Sep,Gujarat30-Sep,Retain,7867091577
S0524,Grenville,Blanchard,Male,West,Gujarat,21,gblanchardej@typepad.com,Sep,9/19/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,10,19,19-Sep,Gujarat19-Sep,Retain,7867091581
S0525,Cosme,MacKnockiter,Male,West,Gujarat,18,cmacknockiterek@a8.net,Oct,10/9/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,11,9,9-Oct,Gujarat9-Oct,Retain,7867091585
S0526,Gabi,Gogarty,Female,West,Gujarat,19,ggogartyel@newyorker.com,Oct,10/25/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,25,25-Oct,Gujarat25-Oct,Retain,7867091589
S0527,Valenka,Rugiero,Female,West,Gujarat,18,vrugieroem@amazon.com,Oct,10/15/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,15,15-Oct,Gujarat15-Oct,Retain,7867091609
S0528,Sabine,Yvon,Male,West,Gujarat,24,syvonen@geocities.jp,Nov,11/28/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,12,28,28-Nov,Gujarat28-Nov,Retain,7867091625
S0529,Chaddy,Figliovanni,Male,West,Gujarat,23,cfigliovannieo@liveinternet.ru,Nov,11/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,23,23-Nov,Gujarat23-Nov,Retain,7867091641
S0530,Byrle,Cutsforth,Female,West,Gujarat,23,bcutsforthep@constantcontact.com,Nov,11/12/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,11,12,12-Nov,Gujarat12-Nov,Retain,7867091645
S0531,Frankie,Turnor,Female,West,Gujarat,21,fturnoreq@mail.ru,Nov,11/28/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,28,28-Nov,Gujarat28-Nov,Retain,7867091649
S0532,Lewie,Carlesso,Male,West,Gujarat,26,lcarlessoer@infoseek.co.jp,Nov,11/30/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,12,30,30-Nov,Gujarat30-Nov,Retain,7867091657
S0533,Sonnnie,Bartoli,Female,West,Gujarat,22,sbartolies@biglobe.ne.jp,Dec,12/10/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,10,10-Dec,Gujarat10-Dec,New,7867091665
S0534,Deeyn,Betun,Male,West,Gujarat,24,dbetunet@boston.com,Dec,12/6/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,6,6-Dec,Gujarat6-Dec,New,7867091685
S0535,Peyton,Cockaday,Male,West,Gujarat,19,pcockadayeu@slideshare.net,Dec,12/28/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,9,28,28-Dec,Gujarat28-Dec,New,7867091693
S0536,Welbie,Sign,Female,West,Gujarat,25,wsignev@tinypic.com,Dec,12/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,10,8,8-Dec,Gujarat8-Dec,New,7867091713
S0540,Gabriell,DeSousa,Female,North,Haryana,19,gdesousaez@nih.gov,Jan,1/18/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,18,18-Jan,Haryana18-Jan,Churn,7867091745
S0541,Arabelle,Dalzell,Male,North,Haryana,35,adalzellf0@statcounter.com,Jan,1/10/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,1,10,10-Jan,Haryana10-Jan,Churn,7867091749
S0542,Lemar,Lisciandro,Female,North,Haryana,22,llisciandrof1@shinystat.com,Jan,1/21/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,21,21-Jan,Haryana21-Jan,Churn,7867091757
S0543,Desdemona,Browett,Male,North,Haryana,21,dbrowettf2@photobucket.com,Jan,1/19/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,19,19-Jan,Haryana19-Jan,Churn,7867091761
S0544,Rennie,Sheldrake,Female,North,Haryana,33,rsheldrakef3@wunderground.com,Jan,1/8/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,5,8,8-Jan,Haryana8-Jan,Churn,7867091789
S0545,Cassandra,Portingale,Female,North,Haryana,20,cportingalef4@whitehouse.gov,Jan,1/23/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,23,23-Jan,Haryana23-Jan,Churn,7867091793
S0546,Nathanil,Winfred,Female,North,Haryana,23,nwinfredf5@umn.edu,Jan,1/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,23,23-Jan,Haryana23-Jan,Churn,7867091797
S0547,Jennica,MacDiarmond,Male,North,Haryana,18,jmacdiarmondf6@wikipedia.org,Jan,1/8/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,2,8,8-Jan,Haryana8-Jan,Churn,7867091805
S0548,Christal,Maving,Female,North,Haryana,18,cmavingf7@barnesandnoble.com,Jan,1/6/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,6,6-Jan,Haryana6-Jan,Churn,7867091821
S0549,Tonya,Houlahan,Male,North,Haryana,24,thoulahanf8@oakley.com,Jan,1/12/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,12,12-Jan,Haryana12-Jan,Churn,7867091829
S0550,Lanita,Simionato,Female,North,Haryana,26,lsimionatof9@baidu.com,Jan,1/20/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,7,20,20-Jan,Haryana20-Jan,Churn,7867091833
S0551,Lynette,Landa,Male,North,Haryana,24,llandafa@noaa.gov,Jan,1/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,1,1-Jan,Haryana1-Jan,Churn,7867091841
S0552,Felecia,Worsnop,Female,North,Haryana,44,fworsnopfb@altervista.org,Jan,1/16/2021,99,Voice Only,"text,voice",Prepaid,5,16,16-Jan,Haryana16-Jan,Churn,7867091849
S0553,Anton,Newburn,Female,North,Haryana,30,anewburnfc@freewebs.com,Jan,1/5/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,2,5,5-Jan,Haryana5-Jan,Churn,7867091857
S0554,Coraline,Poundford,Male,North,Haryana,23,cpoundfordfd@howstuffworks.com,Jan,1/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,1,1-Jan,Haryana1-Jan,Churn,7867091865
S0555,Chane,Carding,Male,North,Haryana,23,ccardingfe@lycos.com,Jan,1/5/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,5,5-Jan,Haryana5-Jan,Churn,7867091869
S0556,Rica,Wren,Female,North,Haryana,20,rwrenff@behance.net,Jan,1/2/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,2,2-Jan,Haryana2-Jan,Churn,7867091873
S0557,Johnath,Coots,Female,North,Haryana,34,jcootsfg@plala.or.jp,Jan,1/6/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,4,6,6-Jan,Haryana6-Jan,Churn,7867091877
S0558,Rriocard,Zoppie,Female,North,Haryana,55,rzoppiefh@nationalgeographic.com,Jan,1/17/2021,99,Voice Only,"text,voice",Prepaid,5,17,17-Jan,Haryana17-Jan,Churn,7867091881
S0559,Shalna,Bolstridge,Male,North,Haryana,21,sbolstridgefi@123-reg.co.uk,Jan,1/3/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,3,3-Jan,Haryana3-Jan,Churn,7867091901
S0560,Olenolin,Llewhellin,Female,North,Haryana,52,ollewhellinfj@rakuten.co.jp,Jan,1/18/2021,99,Voice Only,"text,voice",Prepaid,5,18,18-Jan,Haryana18-Jan,Churn,7867091913
S0561,Ryley,Barham,Male,North,Haryana,19,rbarhamfk@usa.gov,Jan,1/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,23,23-Jan,Haryana23-Jan,Churn,7932467809
S0562,Mattias,Alleyn,Male,North,Haryana,26,malleynfl@state.gov,Jan,1/4/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,4,4-Jan,Haryana4-Jan,Churn,7932467829
S0563,Francesca,Phippen,Female,North,Haryana,19,fphippenfm@facebook.com,Jan,1/2/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,2,2-Jan,Haryana2-Jan,Churn,7932467841
S0564,Ty,Guys,Male,North,Haryana,24,tguysfn@prnewswire.com,Jan,1/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,24,24-Jan,Haryana24-Jan,Retain,7932467845
S0565,Georgiana,Abrahamovitz,Male,North,Haryana,26,gabrahamovitzfo@sogou.com,Feb,2/16/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,16,16-Feb,Haryana16-Feb,Churn,7932467849
S0566,Therese,Boddy,Male,North,Haryana,24,tboddyfp@example.com,Feb,2/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,1,1-Feb,Haryana1-Feb,Churn,7932467857
S0567,Aigneis,Tapper,Female,North,Haryana,38,atapperfq@wsj.com,Mar,3/16/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,1,16,16-Mar,Haryana16-Mar,Churn,7932467861
S0568,Vincenz,McLeary,Male,North,Haryana,20,vmclearyfr@hatena.ne.jp,Mar,3/2/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,2,2-Mar,Haryana2-Mar,Churn,7932467877
S0569,Sigvard,McVeighty,Female,North,Haryana,44,smcveightyfs@example.com,Mar,3/30/2021,99,Voice Only,"text,voice",Prepaid,3,30,30-Mar,Haryana30-Mar,Churn,7932467885
S0570,Millisent,Broadstock,Male,North,Haryana,25,mbroadstockft@nyu.edu,Mar,3/20/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,20,20-Mar,Haryana20-Mar,Churn,7932467893
S0571,Pernell,Tinton,Female,North,Haryana,30,ptintonfu@ebay.co.uk,Mar,3/5/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,5,5-Mar,Haryana5-Mar,Churn,7932467901
S0573,Obie,Bebbell,Male,North,Haryana,24,obebbellfw@shinystat.com,Apr,4/18/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,18,18-Apr,Haryana18-Apr,Churn,7932467917
S0574,Danielle,Howton,Female,North,Haryana,23,dhowtonfx@i2i.jp,Apr,4/3/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,3,3-Apr,Haryana3-Apr,Churn,7932467921
S0576,Brandais,Bresland,Female,North,Haryana,24,bbreslandfz@tuttocitta.it,Apr,4/14/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,14,14-Apr,Haryana14-Apr,Churn,7932467941
S0583,Jayne,Stansbie,Male,North,Haryana,21,jstansbieg6@ask.com,Jul,7/7/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,7,7-Jul,Haryana7-Jul,Retain,7932468005
S0584,Margret,Cranidge,Female,North,Haryana,34,mcranidgeg7@i2i.jp,Jul,7/21/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,2,21,21-Jul,Haryana21-Jul,Retain,7932468013
S0585,Cassius,Rammell,Female,North,Haryana,25,crammellg8@netscape.com,Jul,7/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,8,8-Jul,Haryana8-Jul,Retain,7932468049
S0586,Janis,Paternoster,Female,North,Haryana,28,jpaternosterg9@soundcloud.com,Jul,7/7/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,1,7,7-Jul,Haryana7-Jul,Retain,7932468061
S0587,Kat,Taye,Male,North,Haryana,18,ktayega@usgs.gov,Aug,8/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,24,24-Aug,Haryana24-Aug,Retain,7932468065
S0588,Lannie,Grinstead,Female,North,Haryana,32,lgrinsteadgb@businesswire.com,Aug,8/15/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,4,15,15-Aug,Haryana15-Aug,Retain,7932468073
S0589,Annabal,Glandon,Female,North,Haryana,22,aglandongc@qq.com,Sep,9/9/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,9,9-Sep,Haryana9-Sep,Retain,7932468077
S0590,Erena,Lankester,Female,North,Haryana,28,elankestergd@google.de,Sep,9/28/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,3,28,28-Sep,Haryana28-Sep,Retain,7932468081
S0591,Allyson,Blue,Female,North,Haryana,19,abluege@prweb.com,Sep,9/4/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,4,4-Sep,Haryana4-Sep,Retain,7932468093
S0592,Itch,Lismer,Male,North,Haryana,20,ilismergf@squidoo.com,Oct,10/14/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,14,14-Oct,Haryana14-Oct,Retain,7932468097
S0593,El,Giraudoux,Female,North,Haryana,18,egiraudouxgg@un.org,Oct,10/3/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,6,3,3-Oct,Haryana3-Oct,Retain,7932468105
S0594,Milt,Tomkies,Male,North,Haryana,49,mtomkiesgh@wikispaces.com,Nov,11/3/2021,99,Voice Only,"text,voice",Prepaid,6,3,3-Nov,Haryana3-Nov,Retain,7932468113
S0595,Gelya,Fenech,Male,North,Haryana,19,gfenechgi@nbcnews.com,Nov,11/11/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,6,11,11-Nov,Haryana11-Nov,Retain,7932468137
S0596,Dorella,O'Heaney,Female,North,Haryana,24,doheaneygj@go.com,Nov,11/11/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,11,11-Nov,Haryana11-Nov,Retain,7932468141
S0597,Guy,Worner,Male,North,Haryana,20,gwornergk@wikia.com,Dec,12/21/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,21,21-Dec,Haryana21-Dec,New,7932468149
S0598,Linus,Bricket,Female,North,Haryana,23,lbricketgl@yellowpages.com,Dec,12/20/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,20,20-Dec,Haryana20-Dec,New,7932468153
S0599,Norby,Rootes,Male,North,Haryana,25,nrootesgm@marriott.com,Dec,12/8/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,8,8-Dec,Haryana8-Dec,New,7932468161
S0600,Aili,Wathen,Female,North,Haryana,26,awathengn@epa.gov,Dec,12/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,22,22-Dec,Haryana22-Dec,New,7932468165
S0601,Valentin,Maudsley,Female,North,Himachal Pradesh,24,vmaudsleygo@histats.com,Jan,1/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,8,8-Jan,Himachal Pradesh8-Jan,Churn,7932468173
S0602,Kim,Feehan,Male,North,Himachal Pradesh,31,kfeehangp@simplemachines.org,Jan,1/21/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,3,21,21-Jan,Himachal Pradesh21-Jan,Churn,7932468177
S0603,Nedda,Gethen,Male,North,Himachal Pradesh,26,ngethengq@zimbio.com,Jan,1/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,24,24-Jan,Himachal Pradesh24-Jan,Churn,7932468193
S0604,Quintilla,Ortzen,Male,North,Himachal Pradesh,48,qortzengr@mac.com,Jan,1/1/2021,149,Voice Only,"text,voice",Postpaid,1,1,1-Jan,Himachal Pradesh1-Jan,Churn,7932468201
S0605,Peyton,Markson,Female,North,Himachal Pradesh,21,pmarksongs@deliciousdays.com,Jan,1/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,22,22-Jan,Himachal Pradesh22-Jan,Churn,7932468217
S0606,Carmita,Feeley,Female,North,Himachal Pradesh,18,cfeeleygt@dropbox.com,Jan,1/8/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,8,8-Jan,Himachal Pradesh8-Jan,Churn,7932468225
S0607,Valera,Pollicote,Male,North,Himachal Pradesh,25,vpollicotegu@angelfire.com,Jan,1/4/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,4,4-Jan,Himachal Pradesh4-Jan,Churn,7932468229
S0608,Joscelin,Morritt,Female,North,Himachal Pradesh,33,jmorrittgv@scientificamerican.com,Jan,1/8/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,8,8-Jan,Himachal Pradesh8-Jan,Churn,7932468245
S0609,Vivian,Jendrys,Male,North,Himachal Pradesh,33,vjendrysgw@webeden.co.uk,Jan,1/10/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,10,10-Jan,Himachal Pradesh10-Jan,Churn,7932468249
S0610,Rubina,Hughf,Female,North,Himachal Pradesh,26,rhughfgx@de.vu,Jan,1/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,23,23-Jan,Himachal Pradesh23-Jan,Churn,7932468253
S0611,Donall,Paolozzi,Male,North,Himachal Pradesh,33,dpaolozzigy@bluehost.com,Jan,1/22/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,5,22,22-Jan,Himachal Pradesh22-Jan,Churn,7932468265
S0612,Craggy,Barnshaw,Female,North,Himachal Pradesh,20,cbarnshawgz@vinaora.com,Jan,1/18/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,7,18,18-Jan,Himachal Pradesh18-Jan,Churn,7932468277
S0613,Joleen,Josifovitz,Male,North,Himachal Pradesh,24,jjosifovitzh0@devhub.com,Jan,1/1/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,7,1,1-Jan,Himachal Pradesh1-Jan,Churn,7932468289
S0614,Charis,Vasyunichev,Male,North,Himachal Pradesh,31,cvasyunichevh1@ezinearticles.com,Jan,1/8/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,3,8,8-Jan,Himachal Pradesh8-Jan,Churn,7932468293
S0615,Hilario,Derricoat,Female,North,Himachal Pradesh,25,hderricoath2@liveinternet.ru,Jan,1/9/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,9,9-Jan,Himachal Pradesh9-Jan,Churn,7932468297
S0616,Fernanda,Cresser,Female,North,Himachal Pradesh,18,fcresserh3@europa.eu,Jan,1/8/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,8,8-Jan,Himachal Pradesh8-Jan,Churn,7932468309
S0617,Ryley,Gunn,Male,North,Himachal Pradesh,21,rgunnh4@google.ru,Jan,1/6/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,6,6-Jan,Himachal Pradesh6-Jan,Churn,7932468313
S0618,Gordy,Billingsly,Female,North,Himachal Pradesh,47,gbillingslyh5@trellian.com,Jan,1/9/2021,99,Voice Only,"text,voice",Prepaid,5,9,9-Jan,Himachal Pradesh9-Jan,Churn,7932468325
S0619,Milo,Ascough,Male,North,Himachal Pradesh,34,mascoughh6@yahoo.co.jp,Jan,1/20/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,5,20,20-Jan,Himachal Pradesh20-Jan,Churn,7932468329
S0620,Kylie,Lages,Female,North,Himachal Pradesh,26,klagesh7@yandex.ru,Jan,1/23/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,23,23-Jan,Himachal Pradesh23-Jan,Churn,7932468333
S0621,Jaymie,Ogbourne,Female,North,Himachal Pradesh,26,jogbourneh8@ezinearticles.com,Jan,1/22/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,22,22-Jan,Himachal Pradesh22-Jan,Churn,7932468341
S0622,Saxe,Mandre,Female,North,Himachal Pradesh,21,smandreh9@springer.com,Jan,1/10/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,10,10-Jan,Himachal Pradesh10-Jan,Churn,7932468357
S0623,Kaylee,Saller,Female,North,Himachal Pradesh,25,ksallerha@squidoo.com,Jan,1/17/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,17,17-Jan,Himachal Pradesh17-Jan,Churn,7932468365
S0624,Serge,Crowcher,Male,North,Himachal Pradesh,24,scrowcherhb@businessinsider.com,Jan,1/21/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,3,21,21-Jan,Himachal Pradesh21-Jan,Retain,7932468377
S0625,Nina,Durbridge,Female,North,Himachal Pradesh,26,ndurbridgehc@forbes.com,Feb,2/18/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,7,18,18-Feb,Himachal Pradesh18-Feb,Churn,7932468389
S0626,Kelley,Clopton,Female,North,Himachal Pradesh,26,kcloptonhd@jimdo.com,Feb,2/16/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,16,16-Feb,Himachal Pradesh16-Feb,Churn,7932468397
S0627,Letta,Sill,Male,North,Himachal Pradesh,22,lsillhe@bizjournals.com,Feb,2/9/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,9,9-Feb,Himachal Pradesh9-Feb,Churn,7932468421
S0629,Jackquelin,Hallihan,Male,North,Himachal Pradesh,38,jhallihanhg@gravatar.com,Mar,3/24/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,7,24,24-Mar,Himachal Pradesh24-Mar,Churn,7932468437
S0630,Joel,Peacham,Male,North,Himachal Pradesh,19,jpeachamhh@newyorker.com,Mar,3/25/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,25,25-Mar,Himachal Pradesh25-Mar,Churn,7932468441
S0631,Phylys,Boult,Male,North,Himachal Pradesh,37,pboulthi@sciencedaily.com,Mar,3/1/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,3,1,1-Mar,Himachal Pradesh1-Mar,Churn,7932468449
S0633,Gianni,Sproat,Female,North,Himachal Pradesh,18,gsproathk@fema.gov,Apr,4/10/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,4,10,10-Apr,Himachal Pradesh10-Apr,Churn,7932468481
S0634,Kirk,Stother,Female,North,Himachal Pradesh,25,kstotherhl@whitehouse.gov,Apr,4/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,24,24-Apr,Himachal Pradesh24-Apr,Churn,7932468505
S0635,Jack,Scogin,Female,North,Himachal Pradesh,26,jscoginhm@liveinternet.ru,Apr,4/19/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,2,19,19-Apr,Himachal Pradesh19-Apr,Churn,7932468509
S0636,Zelda,Spivie,Female,North,Himachal Pradesh,37,zspiviehn@indiegogo.com,May,5/27/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,1,27,27-May,Himachal Pradesh27-May,Churn,7932468521
S0637,Frederich,Ipsley,Male,North,Himachal Pradesh,21,fipsleyho@jalbum.net,May,5/2/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,2,2-May,Himachal Pradesh2-May,Churn,7932468529
S0640,Aimee,Melwall,Male,North,Himachal Pradesh,19,amelwallhr@marketwatch.com,Jun,6/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,1,1-Jun,Himachal Pradesh1-Jun,Churn,7932468577
S0642,Franzen,Wolvey,Male,North,Himachal Pradesh,33,fwolveyht@vk.com,Jul,7/19/2021,599,Till 5 GB,"text,voice,data,Video",Postpaid,5,19,19-Jul,Himachal Pradesh19-Jul,Retain,9133992221
S0643,Edi,Alkin,Male,North,Himachal Pradesh,34,ealkinhu@odnoklassniki.ru,Jul,7/23/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,2,23,23-Jul,Himachal Pradesh23-Jul,Retain,9133992225
S0644,Constancia,Domico,Male,North,Himachal Pradesh,23,cdomicohv@uiuc.edu,Jul,7/6/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,7,6,6-Jul,Himachal Pradesh6-Jul,Retain,9133992233
S0645,Fredericka,Roan,Male,North,Himachal Pradesh,52,froanhw@globo.com,Aug,8/22/2021,149,Voice Only,"text,voice",Postpaid,4,22,22-Aug,Himachal Pradesh22-Aug,Retain,9133992237
S0646,Angie,Rudall,Female,North,Himachal Pradesh,25,arudallhx@pcworld.com,Aug,8/25/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,25,25-Aug,Himachal Pradesh25-Aug,Retain,9133992257
S0647,Benson,Scotford,Female,North,Himachal Pradesh,21,bscotfordhy@unc.edu,Aug,8/1/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,1,1-Aug,Himachal Pradesh1-Aug,Retain,9133992269
S0648,Domini,Hunday,Female,North,Himachal Pradesh,25,dhundayhz@webeden.co.uk,Aug,8/29/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,29,29-Aug,Himachal Pradesh29-Aug,Retain,9133992273
S0649,Izaak,Ioannidis,Male,North,Himachal Pradesh,18,iioannidisi0@irs.gov,Aug,8/9/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,6,9,9-Aug,Himachal Pradesh9-Aug,Retain,9133992277
S0650,Pammie,Corbishley,Male,North,Himachal Pradesh,25,pcorbishleyi1@usda.gov,Sep,9/27/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,27,27-Sep,Himachal Pradesh27-Sep,Retain,9133992293
S0651,Rabbi,Brilon,Male,North,Himachal Pradesh,51,rbriloni2@wisc.edu,Sep,9/20/2021,149,Voice Only,"text,voice",Postpaid,5,20,20-Sep,Himachal Pradesh20-Sep,Retain,9133992297
S0652,Skylar,Miranda,Female,North,Himachal Pradesh,38,smirandai3@globo.com,Sep,9/2/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,7,2,2-Sep,Himachal Pradesh2-Sep,Retain,9133992305
S0653,Coral,Downs,Male,North,Himachal Pradesh,27,cdownsi4@privacy.gov.au,Sep,9/13/2021,399,Till 3.5 GB,"Voice,Data",Postpaid,3,13,13-Sep,Himachal Pradesh13-Sep,Retain,9133992313
S0654,Culver,McGunley,Female,North,Himachal Pradesh,19,cmcgunleyi5@live.com,Oct,10/14/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,5,14,14-Oct,Himachal Pradesh14-Oct,Retain,9133992317
S0655,Peter,Scampion,Female,North,Himachal Pradesh,18,pscampioni6@feedburner.com,Oct,10/25/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,25,25-Oct,Himachal Pradesh25-Oct,Retain,9133992321
S0656,Roobbie,Parmby,Female,North,Himachal Pradesh,22,rparmbyi7@techcrunch.com,Oct,10/24/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,4,24,24-Oct,Himachal Pradesh24-Oct,Retain,9133992345
S0657,Gar,Glennon,Female,North,Himachal Pradesh,26,gglennoni8@ehow.com,Nov,11/2/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,5,2,2-Nov,Himachal Pradesh2-Nov,Retain,9133992365
S0658,Teodora,Mandeville,Male,North,Himachal Pradesh,24,tmandevillei9@seattletimes.com,Nov,11/20/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,1,20,20-Nov,Himachal Pradesh20-Nov,Retain,9133992377
S0659,Michale,Klosa,Male,North,Himachal Pradesh,25,mklosaia@wsj.com,Nov,11/18/2021,199,Till 1.5 GB,"Voice,Data",Prepaid,3,18,18-Nov,Himachal Pradesh18-Nov,Retain,9133992381
S0660,Albie,Kempton,Male,North,Himachal Pradesh,26,akemptonib@jimdo.com,Nov,11/27/2021,299,Till 2.5 GB,"text,voice,data,Video",Prepaid,1,27,27-Nov,Himachal Pradesh27-Nov,Retain,9133992389
