Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Start Date,State,TBmaster,Time Bucket,Trgt Flg,Zip,% Reach,Avegarge Visit,ClickThrough Rate,count ID,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Email Open Rate,Fax,Frequncy,Geo Level Id,HCP Engaged Email,HCP Reached email,Opt out Rate,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
6401 POPLAR AVE STE 400,OLEAN,PAUL JAY KATZ,NORTHEAST,ROCHESTER,Decile 3-4,PAUL JAY KATZ@outlook.com,12/20/2021,U000101,NATION,US,6/30/2021,10018418,1001001,EXL,9/10/2020,NY,LTD,LTD,N,14760,1,1,,1,1,0,0,0,0,0,1,4,,"4,104,026,880",1,2,0,0,,"8,107,331,614",104,1,0
6400 MANATEE AVE W STE A,SARATOGA SPGS,VISHAL  SHARMA,NORTHEAST,ALBANY,Decile 7-8,VISHAL  SHARMA@yahoo.com,5/31/2021,U000101,NATION,US,5/23/2021,10010629,1001001,EXL,5/1/2021,NY,M7,M7,N,12866,1,1,,1,2,0,0,0,0,0,2,7,,"4,153,557,407",1,2,0,0,,"8,107,336,198",677,1,0
6400 MANATEE AVE W STE A,SARATOGA SPGS,VISHAL  SHARMA,NORTHEAST,ALBANY,Decile 7-8,VISHAL  SHARMA@yahoo.com,12/20/2021,U000101,NATION,US,5/23/2021,10010629,1001001,EXL,1/1/2021,NY,YTD,YTD,N,12866,1,1,,1,2,0,0,0,0,0,2,7,,"4,153,557,407",1,2,0,0,,"8,107,336,198",677,1,0
6400 MANATEE AVE W STE A,SARATOGA SPGS,VISHAL  SHARMA,NORTHEAST,ALBANY,Decile 7-8,VISHAL  SHARMA@yahoo.com,12/20/2021,U000101,NATION,US,5/23/2021,10010629,1001001,EXL,9/10/2020,NY,LTD,LTD,N,12866,1,1,,1,2,0,0,0,0,0,2,7,,"4,153,557,407",1,2,0,0,,"8,107,336,198",677,1,0
6215 S CLIFF AVE,EASLEY,JANELL K POWELL,MID-CENTRAL,COLUMBIA,Decile 1-2,JANELL K POWELL@gmail.com,11/30/2021,U000101,NATION,US,11/8/2021,10012610,1001001,EXL,11/1/2021,SC,M1,M1,N,29640,1,1,,1,2,0,0,2,0,1,1,2,0,"9,198,489,758",1,2,0,1,,"8,307,338,462",960,1,0
6215 S CLIFF AVE,EASLEY,JANELL K POWELL,MID-CENTRAL,COLUMBIA,Decile 1-2,JANELL K POWELL@gmail.com,12/20/2021,U000101,NATION,US,11/8/2021,10012610,1001001,EXL,10/1/2021,SC,QTD,QTD,N,29640,1,1,,1,2,0,0,2,0,1,1,2,0,"9,198,489,758",1,2,0,1,,"8,307,338,462",960,1,0
6215 S CLIFF AVE,EASLEY,JANELL K POWELL,MID-CENTRAL,COLUMBIA,Decile 1-2,JANELL K POWELL@gmail.com,12/20/2021,U000101,NATION,US,11/8/2021,10012610,1001001,EXL,1/1/2021,SC,YTD,YTD,N,29640,1,1,,1,2,0,0,2,0,1,1,2,0,"9,198,489,758",1,2,0,1,,"8,307,338,462",960,1,0
6215 S CLIFF AVE,EASLEY,JANELL K POWELL,MID-CENTRAL,COLUMBIA,Decile 1-2,JANELL K POWELL@gmail.com,12/20/2021,U000101,NATION,US,11/8/2021,10012610,1001001,EXL,9/10/2020,SC,LTD,LTD,N,29640,1,1,,1,2,0,0,2,0,1,1,2,0,"9,198,489,758",1,2,0,1,,"8,307,338,462",960,1,0
6161 S YALE AVE,MAPLE VALLEY,FARSHID ADAM-AMIR ZANDI,UPPER NORTHWEST CENTRAL,SEATTLE SOUTH,Decile 3-4,FARSHID ADAM-AMIR ZANDI@thunderbird.com,12/20/2021,U000101,NATION,US,10/24/2020,10010832,1001001,EXL,9/10/2020,WA,LTD,LTD,N,98038,1,1,0.666666667,1,3,2,3,3,0,1,2,3,1,"7,184,701,905",1,2,1,1,0,"7,807,336,430",706,1,0
6100 PAN AMERICAN EAST FWY NE,PAW PAW,DOUGLAS W BARRETT,GREAT LAKES,GRAND RAPIDS,Decile 5-6,DOUGLAS W BARRETT@gmail.com,11/30/2021,U000101,NATION,US,11/11/2021,10020483,1001001,EXL,11/1/2021,MI,M1,M1,N,49079,1,1,,1,3,0,0,0,0,1,2,5,,"5,857,565,111",1,2,0,0,,"9,007,333,974",399,0,0
6100 PAN AMERICAN EAST FWY NE,PAW PAW,DOUGLAS W BARRETT,GREAT LAKES,GRAND RAPIDS,Decile 5-6,DOUGLAS W BARRETT@gmail.com,12/20/2021,U000101,NATION,US,11/11/2021,10020483,1001001,EXL,10/1/2021,MI,QTD,QTD,N,49079,1,1,,1,3,0,0,0,0,1,2,5,,"5,857,565,111",1,2,0,0,,"9,007,333,974",399,0,0
6100 PAN AMERICAN EAST FWY NE,PAW PAW,DOUGLAS W BARRETT,GREAT LAKES,GRAND RAPIDS,Decile 5-6,DOUGLAS W BARRETT@gmail.com,12/20/2021,U000101,NATION,US,11/11/2021,10020483,1001001,EXL,1/1/2021,MI,YTD,YTD,N,49079,1,1,,1,3,0,0,0,0,1,2,5,,"5,857,565,111",1,2,0,0,,"9,007,333,974",399,0,0
6100 PAN AMERICAN EAST FWY NE,PAW PAW,DOUGLAS W BARRETT,GREAT LAKES,GRAND RAPIDS,Decile 5-6,DOUGLAS W BARRETT@gmail.com,12/20/2021,U000101,NATION,US,11/11/2021,10020483,1001001,EXL,9/10/2020,MI,LTD,LTD,N,49079,1,1,,1,3,0,0,0,0,1,2,5,,"5,857,565,111",1,2,0,0,,"9,007,333,974",399,0,0
6071 W OUTER DR,MATAWAN,BRIAN MATTHEW DIMMER,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,BRIAN MATTHEW DIMMER@gmail.com,7/31/2021,U000101,NATION,US,7/16/2021,10011679,1001001,EXL,7/1/2021,NJ,M5,M5,N,7747,1,1,,1,1,0,0,0,0,1,0,7,,"6,143,662,360",1,2,0,0,,"8,407,337,398",827,0,0
6071 W OUTER DR,MATAWAN,BRIAN MATTHEW DIMMER,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,BRIAN MATTHEW DIMMER@gmail.com,12/20/2021,U000101,NATION,US,7/16/2021,10011679,1001001,EXL,1/1/2021,NJ,YTD,YTD,N,7747,1,1,,1,1,0,0,0,0,1,0,7,,"6,143,662,360",1,2,0,0,,"8,407,337,398",827,0,0
6071 W OUTER DR,MATAWAN,BRIAN MATTHEW DIMMER,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,BRIAN MATTHEW DIMMER@gmail.com,12/20/2021,U000101,NATION,US,7/16/2021,10011679,1001001,EXL,9/10/2020,NJ,LTD,LTD,N,7747,1,1,,1,1,0,0,0,0,1,0,7,,"6,143,662,360",1,2,0,0,,"8,407,337,398",827,0,0
6035 FAIRVIEW RD,COATESVILLE,CARTER CADE MUSGROVE,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 3-4,CARTER CADE MUSGROVE@yahoo.com,4/30/2021,U000101,NATION,US,4/13/2021,10020847,1001001,EXL,4/1/2021,PA,M8,M8,N,19320,0,1,,1,0,0,0,2,0,0,0,4,0,"7,189,187,035",1,2,0,1,,"9,407,334,390",451,1,1
6035 FAIRVIEW RD,COATESVILLE,CARTER CADE MUSGROVE,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 3-4,CARTER CADE MUSGROVE@yahoo.com,12/20/2021,U000101,NATION,US,4/13/2021,10020847,1001001,EXL,1/1/2021,PA,YTD,YTD,N,19320,0,1,,1,0,0,0,2,0,0,0,4,0,"7,189,187,035",1,2,0,1,,"9,407,334,390",451,1,1
6035 FAIRVIEW RD,COATESVILLE,CARTER CADE MUSGROVE,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 3-4,CARTER CADE MUSGROVE@yahoo.com,12/20/2021,U000101,NATION,US,4/13/2021,10020847,1001001,EXL,9/10/2020,PA,LTD,LTD,N,19320,0,1,,1,0,0,0,2,0,0,0,4,0,"7,189,187,035",1,2,0,1,,"9,407,334,390",451,1,1
6030 W HIGHWAY 74 STE D,WHITE CITY,ANDREW BIRD KINDEL,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,ANDREW BIRD KINDEL@gmail.com,7/31/2021,U000101,NATION,US,7/19/2021,10010146,1001001,EXL,7/1/2021,OR,M5,M5,Y,97503,1,1,0,1,2,0,1,3,0,1,1,9,0.333333333,"3,217,230,556",1,2,0,1,0,"9,007,335,646",608,1,0
6030 W HIGHWAY 74 STE D,WHITE CITY,ANDREW BIRD KINDEL,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,ANDREW BIRD KINDEL@gmail.com,12/20/2021,U000101,NATION,US,7/19/2021,10010146,1001001,EXL,1/1/2021,OR,YTD,YTD,Y,97503,1,1,0,1,2,0,1,3,0,1,1,9,0.333333333,"3,217,230,556",1,2,0,1,0,"9,007,335,646",608,1,0
6030 W HIGHWAY 74 STE D,WHITE CITY,ANDREW BIRD KINDEL,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 9-10,ANDREW BIRD KINDEL@gmail.com,12/20/2021,U000101,NATION,US,7/19/2021,10010146,1001001,EXL,9/10/2020,OR,LTD,LTD,Y,97503,1,1,0,1,2,0,1,3,0,1,1,9,0.333333333,"3,217,230,556",1,2,0,1,0,"9,007,335,646",608,1,0
6000 EARLE BROWN DR,LEAGUE CITY,KATHERINE ANNE SWANSON,SOUTHWEST,HOUSTON,Decile 5-6,KATHERINE ANNE SWANSON@GLOBAL.NET,10/31/2021,U000101,NATION,US,10/24/2021,10012428,1001001,EXL,10/1/2021,TX,M2,M2,N,77573,1,1,0.5,1,3,1,2,3,1,1,2,5,0.666666667,"2,077,436,306",1,2,1,1,0.5,"7,507,338,254",934,0,0
6000 EARLE BROWN DR,LEAGUE CITY,KATHERINE ANNE SWANSON,SOUTHWEST,HOUSTON,Decile 5-6,KATHERINE ANNE SWANSON@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/24/2021,10012428,1001001,EXL,10/1/2021,TX,QTD,QTD,N,77573,1,1,0.5,1,3,1,2,3,1,1,2,5,0.666666667,"2,077,436,306",1,2,1,1,0.5,"7,507,338,254",934,0,0
6000 EARLE BROWN DR,LEAGUE CITY,KATHERINE ANNE SWANSON,SOUTHWEST,HOUSTON,Decile 5-6,KATHERINE ANNE SWANSON@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/24/2021,10012428,1001001,EXL,1/1/2021,TX,YTD,YTD,N,77573,1,1,0.5,1,3,1,2,3,1,1,2,5,0.666666667,"2,077,436,306",1,2,1,1,0.5,"7,507,338,254",934,0,0
6000 EARLE BROWN DR,LEAGUE CITY,KATHERINE ANNE SWANSON,SOUTHWEST,HOUSTON,Decile 5-6,KATHERINE ANNE SWANSON@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/24/2021,10012428,1001001,EXL,9/10/2020,TX,LTD,LTD,N,77573,1,1,0.5,1,3,1,2,3,1,1,2,5,0.666666667,"2,077,436,306",1,2,1,1,0.5,"7,507,338,254",934,0,0
5900 BYRON CENTER AVE SW,TERRELL,ALLISON LEIGH EDBERG,SOUTHWEST,DALLAS,Decile 1-2,ALLISON LEIGH EDBERG@aolmail.com,12/20/2021,U000101,NATION,US,6/30/2021,10019972,1001001,EXL,1/1/2021,TX,YTD,YTD,N,75160,1,1,,1,1,0,0,3,0,1,0,2,0,"9,856,393,701",1,2,0,1,,"7,507,333,390",326,0,0
5900 BYRON CENTER AVE SW,TERRELL,ALLISON LEIGH EDBERG,SOUTHWEST,DALLAS,Decile 1-2,ALLISON LEIGH EDBERG@aolmail.com,12/20/2021,U000101,NATION,US,6/30/2021,10019972,1001001,EXL,9/10/2020,TX,LTD,LTD,N,75160,1,1,,1,1,0,0,3,0,1,0,2,0,"9,856,393,701",1,2,0,1,,"7,507,333,390",326,0,0
5781 49TH ST N,SHERMAN OAKS,BHAGWAT D PATEL,WEST,LOS ANGELES NORTH,Decile 7-8,BHAGWAT D PATEL@outlook.com,12/20/2021,U000101,NATION,US,11/4/2020,10011714,1001001,EXL,9/10/2020,CA,LTD,LTD,N,91403,1,1,,1,2,0,0,0,0,1,1,7,,"6,512,545,216",1,2,0,0,,"7,807,337,438",832,1,0
5777 E MAYO BLVD,AMHERST,NEETA  JAIN,Unassigned,US,Decile 9-10,NEETA  JAIN@gmail.com,3/31/2021,U000101,NATION,US,3/29/2021,10010265,1001001,EXL,3/1/2021,MA,M9,M9,Y,1002,1,1,1,1,3,1,1,4,1,1,2,10,0.25,"5,407,413,348",1,2,1,1,1,"8,307,335,782",625,1,0
5777 E MAYO BLVD,AMHERST,NEETA  JAIN,Unassigned,US,Decile 9-10,NEETA  JAIN@gmail.com,12/20/2021,U000101,NATION,US,3/29/2021,10010265,1001001,EXL,1/1/2021,MA,YTD,YTD,Y,1002,1,1,1,1,3,1,1,4,1,1,2,10,0.25,"5,407,413,348",1,2,1,1,1,"8,307,335,782",625,1,0
5777 E MAYO BLVD,AMHERST,NEETA  JAIN,Unassigned,US,Decile 9-10,NEETA  JAIN@gmail.com,12/20/2021,U000101,NATION,US,3/29/2021,10010265,1001001,EXL,9/10/2020,MA,LTD,LTD,Y,1002,1,1,1,1,3,1,1,4,1,1,2,10,0.25,"5,407,413,348",1,2,1,1,1,"8,307,335,782",625,1,0
5730 W ROOSEVELT RD,BEAVERTON,DAWNE R ANDERSON,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 1-2,DAWNE R ANDERSON@gmail.com,1/31/2021,U000101,NATION,US,1/21/2021,10012162,1001001,EXL,1/1/2021,OR,M11,M11,N,97006,1,1,,1,2,0,0,2,0,0,2,2,0,"3,217,685,031",1,2,0,1,,"7,507,337,950",896,0,0
5730 W ROOSEVELT RD,BEAVERTON,DAWNE R ANDERSON,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 1-2,DAWNE R ANDERSON@gmail.com,12/20/2021,U000101,NATION,US,1/21/2021,10012162,1001001,EXL,1/1/2021,OR,YTD,YTD,N,97006,1,1,,1,2,0,0,2,0,0,2,2,0,"3,217,685,031",1,2,0,1,,"7,507,337,950",896,0,0
5730 W ROOSEVELT RD,BEAVERTON,DAWNE R ANDERSON,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 1-2,DAWNE R ANDERSON@gmail.com,12/20/2021,U000101,NATION,US,1/21/2021,10012162,1001001,EXL,9/10/2020,OR,LTD,LTD,N,97006,1,1,,1,2,0,0,2,0,0,2,2,0,"3,217,685,031",1,2,0,1,,"7,507,337,950",896,0,0
5701 W 119TH ST STE 220,TUNKHANNOCK,NICOLLE M GUNTER,Unassigned,US,Decile 9-10,NICOLLE M GUNTER@aolmail.com,2/28/2021,U000101,NATION,US,2/24/2021,10010636,1001001,EXL,2/1/2021,PA,M10,M10,Y,18657,1,1,1,1,2,2,2,2,0,1,1,10,1,"6,143,660,073",1,2,1,1,0,"8,407,336,206",678,1,0
5701 W 119TH ST STE 220,TUNKHANNOCK,NICOLLE M GUNTER,Unassigned,US,Decile 9-10,NICOLLE M GUNTER@aolmail.com,12/20/2021,U000101,NATION,US,2/24/2021,10010636,1001001,EXL,1/1/2021,PA,YTD,YTD,Y,18657,1,1,1,1,2,2,2,2,0,1,1,10,1,"6,143,660,073",1,2,1,1,0,"8,407,336,206",678,1,0
5701 W 119TH ST STE 220,TUNKHANNOCK,NICOLLE M GUNTER,Unassigned,US,Decile 9-10,NICOLLE M GUNTER@aolmail.com,12/20/2021,U000101,NATION,US,2/24/2021,10010636,1001001,EXL,9/10/2020,PA,LTD,LTD,Y,18657,1,1,1,1,2,2,2,2,0,1,1,10,1,"6,143,660,073",1,2,1,1,0,"8,407,336,206",678,1,0
5685 INLAND SHORES WAY N,CLEVELAND HEIGHTS,JOSE DIONISIO GUTIERREZ HOLGUIN,GREAT LAKES,CLEVELAND,Decile 7-8,JOSE DIONISIO GUTIERREZ HOLGUIN@outlook.com,2/28/2021,U000101,NATION,US,2/22/2021,10009306,1001001,EXL,2/1/2021,OH,M10,M10,N,44118,1,1,0.666666667,1,2,2,3,3,1,0,2,7,1,"9,042,444,301",1,2,1,1,0.333333333,"8,407,334,686",488,1,0
5685 INLAND SHORES WAY N,CLEVELAND HEIGHTS,JOSE DIONISIO GUTIERREZ HOLGUIN,GREAT LAKES,CLEVELAND,Decile 7-8,JOSE DIONISIO GUTIERREZ HOLGUIN@outlook.com,12/20/2021,U000101,NATION,US,2/22/2021,10009306,1001001,EXL,1/1/2021,OH,YTD,YTD,N,44118,1,1,0.666666667,1,2,2,3,3,1,0,2,7,1,"9,042,444,301",1,2,1,1,0.333333333,"8,407,334,686",488,1,0
5685 INLAND SHORES WAY N,CLEVELAND HEIGHTS,JOSE DIONISIO GUTIERREZ HOLGUIN,GREAT LAKES,CLEVELAND,Decile 7-8,JOSE DIONISIO GUTIERREZ HOLGUIN@outlook.com,12/20/2021,U000101,NATION,US,2/22/2021,10009306,1001001,EXL,9/10/2020,OH,LTD,LTD,N,44118,1,1,0.666666667,1,2,2,3,3,1,0,2,7,1,"9,042,444,301",1,2,1,1,0.333333333,"8,407,334,686",488,1,0
5555 GROSSMONT CENTER DR,MOUNT GRETNA,ALLISON LULA HADERS,MID-ATLANTIC,PHILADELPHIA NORTH,Decile 3-4,ALLISON LULA HADERS@gmail.com,12/20/2021,U000101,NATION,US,9/17/2020,10009201,1001001,EXL,9/10/2020,PA,LTD,LTD,N,17064,1,1,1,1,1,2,2,4,0,1,0,3,0.5,"9,108,155,489",1,2,1,1,0,"7,507,334,566",473,0,0
5515 PEACH ST,CHESTNUT HILL,MOHAMED IBRAHIM IBRAHIM AHMED,NORTHEAST,BOSTON SOUTH,Decile 3-4,MOHAMED IBRAHIM IBRAHIM AHMED@outlook.com,12/20/2021,U000101,NATION,US,9/19/2020,10020553,1001001,EXL,9/10/2020,MA,LTD,LTD,N,2467,1,1,0.666666667,1,1,2,3,4,1,0,1,3,0.75,"2,107,024,239",1,2,1,1,0.333333333,"7,507,334,054",409,1,0
5420 WEBB RD STE B1,SANGER,NICOLE M RICOTTONE,WEST,SAN FRANCISCO EAST,Decile 3-4,NICOLE M RICOTTONE@thunderbird.com,7/31/2021,U000101,NATION,US,7/22/2021,10010699,1001001,EXL,7/1/2021,CA,M5,M5,N,93657,0,1,1,1,0,1,1,3,0,0,0,3,0.333333333,"2,704,177,989",1,2,1,1,0,"7,507,336,278",687,0,0
5420 WEBB RD STE B1,SANGER,NICOLE M RICOTTONE,WEST,SAN FRANCISCO EAST,Decile 3-4,NICOLE M RICOTTONE@thunderbird.com,12/20/2021,U000101,NATION,US,7/22/2021,10010699,1001001,EXL,1/1/2021,CA,YTD,YTD,N,93657,0,1,1,1,0,1,1,3,0,0,0,3,0.333333333,"2,704,177,989",1,2,1,1,0,"7,507,336,278",687,0,0
5420 WEBB RD STE B1,SANGER,NICOLE M RICOTTONE,WEST,SAN FRANCISCO EAST,Decile 3-4,NICOLE M RICOTTONE@thunderbird.com,12/20/2021,U000101,NATION,US,7/22/2021,10010699,1001001,EXL,9/10/2020,CA,LTD,LTD,N,93657,0,1,1,1,0,1,1,3,0,0,0,3,0.333333333,"2,704,177,989",1,2,1,1,0,"7,507,336,278",687,0,0
5323 HARRY HINES BLVD STOP MC 8898,DUBLIN,NHAN TRANG LE,GREAT LAKES,COLUMBUS,Decile 9-10,NHAN TRANG LE@GLOBAL.NET,3/31/2021,U000101,NATION,US,3/18/2021,10009544,1001001,EXL,3/1/2021,OH,M9,M9,Y,43017,1,1,1,1,1,2,2,2,0,1,0,10,1,"9,542,288,183",1,2,1,1,0,"7,507,334,958",522,0,0
5323 HARRY HINES BLVD STOP MC 8898,DUBLIN,NHAN TRANG LE,GREAT LAKES,COLUMBUS,Decile 9-10,NHAN TRANG LE@GLOBAL.NET,12/20/2021,U000101,NATION,US,3/18/2021,10009544,1001001,EXL,1/1/2021,OH,YTD,YTD,Y,43017,1,1,1,1,1,2,2,2,0,1,0,10,1,"9,542,288,183",1,2,1,1,0,"7,507,334,958",522,0,0
5323 HARRY HINES BLVD STOP MC 8898,DUBLIN,NHAN TRANG LE,GREAT LAKES,COLUMBUS,Decile 9-10,NHAN TRANG LE@GLOBAL.NET,12/20/2021,U000101,NATION,US,3/18/2021,10009544,1001001,EXL,9/10/2020,OH,LTD,LTD,Y,43017,1,1,1,1,1,2,2,2,0,1,0,10,1,"9,542,288,183",1,2,1,1,0,"7,507,334,958",522,0,0
5323 HARRY HINES BLVD,MARSHALL,ROBERT WILLIAM TURER,SOUTHWEST,DALLAS,Decile 1-2,ROBERT WILLIAM TURER@gmail.com,7/31/2021,U000101,NATION,US,7/17/2021,10020665,1001001,EXL,7/1/2021,TX,M5,M5,N,75670,1,1,,1,1,0,0,0,0,1,0,2,,"9,094,256,635",1,2,0,0,,"8,107,334,182",425,0,0
5323 HARRY HINES BLVD,MARSHALL,ROBERT WILLIAM TURER,SOUTHWEST,DALLAS,Decile 1-2,ROBERT WILLIAM TURER@gmail.com,12/20/2021,U000101,NATION,US,7/17/2021,10020665,1001001,EXL,1/1/2021,TX,YTD,YTD,N,75670,1,1,,1,1,0,0,0,0,1,0,2,,"9,094,256,635",1,2,0,0,,"8,107,334,182",425,0,0
5323 HARRY HINES BLVD,MARSHALL,ROBERT WILLIAM TURER,SOUTHWEST,DALLAS,Decile 1-2,ROBERT WILLIAM TURER@gmail.com,12/20/2021,U000101,NATION,US,7/17/2021,10020665,1001001,EXL,9/10/2020,TX,LTD,LTD,N,75670,1,1,,1,1,0,0,0,0,1,0,2,,"9,094,256,635",1,2,0,0,,"8,107,334,182",425,0,0
5303 8TH AVE,MIDDLEBURG HEIGHTS,OHM  MA,GREAT LAKES,CLEVELAND,Decile 1-2,OHM  MA@aolmail.com,6/30/2021,U000101,NATION,US,6/19/2021,10011623,1001001,EXL,6/1/2021,OH,M6,M6,N,44130,0,1,,1,0,0,0,0,0,0,0,2,,"5,854,252,750",1,2,0,0,,"8,407,337,334",819,1,0
5303 8TH AVE,MIDDLEBURG HEIGHTS,OHM  MA,GREAT LAKES,CLEVELAND,Decile 1-2,OHM  MA@aolmail.com,12/20/2021,U000101,NATION,US,6/19/2021,10011623,1001001,EXL,1/1/2021,OH,YTD,YTD,N,44130,0,1,,1,0,0,0,0,0,0,0,2,,"5,854,252,750",1,2,0,0,,"8,407,337,334",819,1,0
5303 8TH AVE,MIDDLEBURG HEIGHTS,OHM  MA,GREAT LAKES,CLEVELAND,Decile 1-2,OHM  MA@aolmail.com,12/20/2021,U000101,NATION,US,6/19/2021,10011623,1001001,EXL,9/10/2020,OH,LTD,LTD,N,44130,0,1,,1,0,0,0,0,0,0,0,2,,"5,854,252,750",1,2,0,0,,"8,407,337,334",819,1,0
5301 MCAULEY DR STE 2199,STOW,KRISTIN NICOLE COX,GREAT LAKES,COLUMBUS,Decile 7-8,KRISTIN NICOLE COX@outlook.com,4/30/2021,U000101,NATION,US,4/13/2021,10009656,1001001,EXL,4/1/2021,OH,M8,M8,N,44224,1,1,0.333333333,1,1,1,3,3,0,0,1,8,1,"4,152,064,722",1,2,1,1,0,"9,407,335,086",538,0,0
5301 MCAULEY DR STE 2199,STOW,KRISTIN NICOLE COX,GREAT LAKES,COLUMBUS,Decile 7-8,KRISTIN NICOLE COX@outlook.com,12/20/2021,U000101,NATION,US,4/13/2021,10009656,1001001,EXL,1/1/2021,OH,YTD,YTD,N,44224,1,1,0.333333333,1,1,1,3,3,0,0,1,8,1,"4,152,064,722",1,2,1,1,0,"9,407,335,086",538,0,0
5301 MCAULEY DR STE 2199,STOW,KRISTIN NICOLE COX,GREAT LAKES,COLUMBUS,Decile 7-8,KRISTIN NICOLE COX@outlook.com,12/20/2021,U000101,NATION,US,4/13/2021,10009656,1001001,EXL,9/10/2020,OH,LTD,LTD,N,44224,1,1,0.333333333,1,1,1,3,3,0,0,1,8,1,"4,152,064,722",1,2,1,1,0,"9,407,335,086",538,0,0
5301 MCAULEY DR,JOINT BASE MDL,ERIKA PHILLIS WARTENA,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,ERIKA PHILLIS WARTENA@outlook.com,1/31/2021,U000101,NATION,US,1/17/2021,10010531,1001001,EXL,1/1/2021,NJ,M11,M11,N,8641,0,1,,1,0,0,0,0,0,0,0,7,,"4,137,378,882",1,2,0,0,,"8,107,336,086",663,0,0
5301 MCAULEY DR,JOINT BASE MDL,ERIKA PHILLIS WARTENA,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,ERIKA PHILLIS WARTENA@outlook.com,12/20/2021,U000101,NATION,US,1/17/2021,10010531,1001001,EXL,1/1/2021,NJ,YTD,YTD,N,8641,0,1,,1,0,0,0,0,0,0,0,7,,"4,137,378,882",1,2,0,0,,"8,107,336,086",663,0,0
5301 MCAULEY DR,JOINT BASE MDL,ERIKA PHILLIS WARTENA,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 7-8,ERIKA PHILLIS WARTENA@outlook.com,12/20/2021,U000101,NATION,US,1/17/2021,10010531,1001001,EXL,9/10/2020,NJ,LTD,LTD,N,8641,0,1,,1,0,0,0,0,0,0,0,7,,"4,137,378,882",1,2,0,0,,"8,107,336,086",663,0,0
5301 E HURON RIVER DR,OWASSO,JESSICA RACHEL GOLBUS,SOUTHWEST,OKLAHOMA CITY,Decile 5-6,JESSICA RACHEL GOLBUS@GLOBAL.NET,5/31/2021,U000101,NATION,US,5/19/2021,10010447,1001001,EXL,5/1/2021,OK,M7,M7,N,74055,1,1,,1,1,0,0,0,0,1,0,5,,"9,103,438,448",1,2,0,0,,"9,407,335,990",651,1,0
5301 E HURON RIVER DR,WARE,JULIE ELIZABETH BARRETT,Unassigned,US,Decile 9-10,JULIE ELIZABETH BARRETT@gmail.com,6/30/2021,U000101,NATION,US,6/24/2021,10010727,1001001,EXL,6/1/2021,MA,M6,M6,Y,1082,1,1,1,1,3,2,2,3,0,1,2,9,0.666666667,"8,037,853,595",1,2,1,1,0,"9,007,336,310",691,0,0
5301 E HURON RIVER DR,WARE,JULIE ELIZABETH BARRETT,Unassigned,US,Decile 9-10,JULIE ELIZABETH BARRETT@gmail.com,12/20/2021,U000101,NATION,US,6/24/2021,10010727,1001001,EXL,1/1/2021,MA,YTD,YTD,Y,1082,1,1,1,1,3,2,2,3,0,1,2,9,0.666666667,"8,037,853,595",1,2,1,1,0,"9,007,336,310",691,0,0
5301 E HURON RIVER DR,OWASSO,JESSICA RACHEL GOLBUS,SOUTHWEST,OKLAHOMA CITY,Decile 5-6,JESSICA RACHEL GOLBUS@GLOBAL.NET,12/20/2021,U000101,NATION,US,5/19/2021,10010447,1001001,EXL,1/1/2021,OK,YTD,YTD,N,74055,1,1,,1,1,0,0,0,0,1,0,5,,"9,103,438,448",1,2,0,0,,"9,407,335,990",651,1,0
5301 E HURON RIVER DR,WARE,JULIE ELIZABETH BARRETT,Unassigned,US,Decile 9-10,JULIE ELIZABETH BARRETT@gmail.com,12/20/2021,U000101,NATION,US,6/24/2021,10010727,1001001,EXL,9/10/2020,MA,LTD,LTD,Y,1082,1,1,1,1,3,2,2,3,0,1,2,9,0.666666667,"8,037,853,595",1,2,1,1,0,"9,007,336,310",691,0,0
